label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13	col_14
2	653 m^3	0.2256	ferret	Computer Game Design	0.9974	1161	baseball	865 kg/s	243	539	volleyball	0.3612	0.3726	853	0.9781
2	989 m^3	-0.0932	ferret	Computer Game Design	0.6643	658	badminton	779 kg/s	699	385	baseball	-0.0012	0.8528	808	0.746
3	481 m^3	0.217	chicken	Human Computer Interaction	0.4263	488	motor sports	1356 kg/s	1275	1307	football	0.8597	?	951	0.9936
5	970 m^3	0.7183	guinea pig	Games and Playable Media, Technology and Information Management	0.8571	1051	football	-68 kg/s	1197	1024	track & field, badminton, ice hockey	0.14	1.4236	939	0.8163
4	403 m^3	1.3152	bird	Computer Engineering	0.491	8	basketball	889 kg/s	1015	1901	tennis	0.8866	0.0096	765	0.7058
2	1126 m^3	0.1101	ferret	Computer Game Design	0.975	890	badminton	944 kg/s	-321	647	running	-0.004	1.07	583	0.8884
1	1658 m^3	1.2783	pig	Data Science	0.4767	391	track & field	879 kg/s	707	606	soccer	0.8814	0.9772	465	0.1238
5	383 m^3	1.1712	pig	Technology and Information Management	1.0826	971	soccer	-268 kg/s	1050	970	track & field	0.7083	0.8316	934	0.9112
2	900 m^3	0.0111	ferret	Computer Game Design	1.3367	654	badminton	1183 kg/s	320	?	volleyball, baseball	-0.1229	0.8873	693	1.0774
1	1256 m^3	1.0181	pig	Data Science	0.1011	277	basketball	1587 kg/s	1073	960	soccer	1.2319	0.3332	256	0.2649
0	874 m^3	0.3572	rabbit	Computational Media	1.33	945	golf	1269 kg/s	1381	370	basketball	0.9532	0.6579	831	1.2526
0	1144 m^3	0.5965	cat	Bioinformatics, Computational Media	0.9044	1624	volleyball	764 kg/s	1559	-171	basketball	0.8225	0.548	581	1.1122
1	956 m^3	0.8474	pig	Data Science	0.589	228	track & field	831 kg/s	711	801	soccer	0.6748	0.7256	181	0.1116
3	0 m^3	0.526	chicken	Natural Language Processing	1.6013	1143	motor sports	1321 kg/s	632	1118	motor sports	0.9984	0.9714	1116	1.244
0	1330 m^3	0.7678	rabbit	Computational Media	0.8205	1112	golf	925 kg/s	1238	-185	basketball	0.7086	0.1844	475	0.7008
5	799 m^3	0.9609	guinea pig	Applied Mathematics, Computer Engineering, Computer Science	0.7141	852	soccer	-126 kg/s	534	1254	ice hockey, badminton	0.0676	0.8589	1446	0.6433
1	697 m^3	0.8199	pig	Computer Game Design	0.3243	391	track & field	1254 kg/s	706	1102	soccer	0.5369	0.5465	-200	0.4141
2	874 m^3	0.2785	ferret	Computer Game Design	1.0133	1598	badminton	800 kg/s	734	457	baseball, running	0.1331	0.5088	833	1.0248
0	879 m^3	0.7083	cat	Bioinformatics, Computational Media	0.3959	905	volleyball	788 kg/s	959	-435	basketball	1.2291	0.2775	509	1.5959
2	921 m^3	-0.004	ferret	Computer Game Design	0.8099	1152	badminton	1319 kg/s	541	-114	volleyball	0.2876	0.8132	771	None
2	1608 m^3	0.0658	ferret	Computer Game Design	1.2491	1179	?	779 kg/s	384	180	running	0.0561	0.676	824	0.6912
1	1052 m^3	1.2306	pig	Data Science	0.495	931	basketball	1117 kg/s	1009	488	soccer	0.9755	0.743	304	-0.1242
1	1283 m^3	1.1098	pig	Data Science	0.4582	528	boxing	845 kg/s	939	840	soccer	0.9073	0.5673	134	0.4178
2	1009 m^3	-0.0905	ferret	Computer Game Design	1.0813	1052	badminton	942 kg/s	-6	591	baseball	0.1429	0.5335	681	1.2208
4	-332 m^3	1.1035	reptile	Bioengineering	0.6087	277	ice hockey	127 kg/s	1016	1555	tennis	0.7096	-0.018	392	0.4422
1	1325 m^3	1.2437	dog	Data Science	0.3018	358	boxing	1318 kg/s	804	246	soccer	0.6815	0.53	137	0.0659
1	1196 m^3	1.1069	pig	Data Science	-0.2328	574	basketball	787 kg/s	449	746	soccer	0.829	0.6528	-86	0.51
3	561 m^3	0.5156	chicken	Natural Language Processing	1.2517	773	motor sports	1156 kg/s	796	1128	motor sports	1.1346	1.1495	526	0.6188
2	895 m^3	0.1242	ferret	Computer Game Design	0.9468	1170	badminton	680 kg/s	554	192	volleyball, baseball	0.1538	0.5973	423	0.8919
4	93 m^3	0.9556	bird	Applied Mathematics, Bioengineering, Computer Engineering	0.2421	564	volleyball	?	319	-35	ice hockey	1.0049	0.2185	664	0.7881
2	587 m^3	-0.1895	ferret	Computer Game Design	0.7602	758	baseball	1195 kg/s	503	335	baseball, running	-0.1171	0.5526	536	0.7061
4	120 m^3	1.1687	reptile	Bioengineering	0.4271	99	ice hockey	646 kg/s	1140	822	tennis	0.8541	0.4865	638	0.4366
3	205 m^3	0.1033	chicken	Human Computer Interaction	1.3978	1252	motor sports	968 kg/s	1074	799	tennis	1.2622	0.8389	415	1.107
0	565 m^3	0.6987	cat	Bioinformatics	1.1528	1414	golf	898 kg/s	1048	-563	basketball	1.16	-0.0932	575	0.5955
0	1257 m^3	0.8405	rabbit	Bioinformatics	0.8715	1100	ice hockey	1038 kg/s	980	-491	basketball	0.8993	0.5714	685	1.0585
3	354 m^3	0.321	chicken	Natural Language Processing	0.506	969	motor sports	893 kg/s	780	1292	motor sports	1.2403	0.6936	1146	0.7065
4	-56 m^3	0.7915	pig	Computer Engineering, Computer Science	0.395	485	ice hockey	123 kg/s	960	1201	tennis	0.7489	0.7366	573	0.9168
0	1304 m^3	0.6377	rabbit	Bioinformatics	0.4964	819	golf	1426 kg/s	1022	n/a	basketball	1.5895	0.4876	470	0.8689
5	910 m^3	0.8104	guinea pig	Electrical Engineering, Technology and Information Management	1.1031	463	running	-192 kg/s	974	757	track & field, badminton, ice hockey	0.0394	0.9699	578	1.0776
2	1448 m^3	-0.0601	ferret	Computer Game Design	1.2451	923	baseball	768 kg/s	679	-63	baseball, running	-0.1764	0.9899	620	1.1571
1	1319 m^3	1.4475	dog	Data Science	0.1593	350	basketball	1037 kg/s	1230	1012	soccer	1.0117	0.9425	37	0.509
0	890 m^3	0.5112	rabbit	Computational Media, Bioinformatics	1.1383	1241	golf	1368 kg/s	N/A	148	basketball	1.3509	0.4629	943	0.8561
3	134 m^3	0.318	chicken	Natural Language Processing	1.0429	1004	motor sports	1001 kg/s	878	1343	football, boxing	0.7257	1.0555	951	0.9555
4	92 m^3	1.1409	reptile	Bioengineering, Computer Science	1.4294	480	ice hockey	330 kg/s	1051	1238	tennis	0.7926	-0.1912	474	0.7091
5	751 m^3	1.2323	guinea pig	Games and Playable Media, Electrical Engineering, Biotechnology	1.5242	1304	None	3 kg/s	696	1301	ice hockey	0.4642	1.3247	644	1.4539
0	1126 m^3	0.7863	rabbit	Bioinformatics, Computational Media	1.1	1477	volleyball	1268 kg/s	1218	-62	basketball	0.7193	0.1844	1027	0.8508
4	345 m^3	0.8803	reptile	Bioengineering, Computer Science	1.0761	307	ice hockey	323 kg/s	819	767	tennis	0.9895	-0.034	461	0.7669
4	408 m^3	1.0425	ferret	Computer Engineering	0.826	311	ice hockey	273 kg/s	959	1444	N/A	0.9299	0.0566	431	0.8748
2	876 m^3	-0.6943	ferret	Computer Game Design	0.6877	1248	badminton	1061 kg/s	635	324	baseball, running	0.3512	1.2864	877	0.8742
1	998 m^3	1.0424	pig	Data Science	0.8773	817	track & field	919 kg/s	1120	524	soccer	0.7338	0.8161	581	0.171
0	738 m^3	0.2536	fish	Computational Media	0.8539	1671	golf	489 kg/s	962	286	basketball	1.2354	0.2395	1004	0.7406
0	946 m^3	0.575	fish	Bioinformatics, Statistics	0.4284	961	golf	926 kg/s	1184	67	basketball	0.6175	0.4729	374	1.293
3	-130 m^3	0.5102	chicken	Human Computer Interaction	1.0398	942	motor sports	1061 kg/s	995	602	football	0.9803	1.2103	944	0.98
2	1117 m^3	-0.002	ferret	COMPUTER GAME DESIGN	1.3544	1113	baseball	628 kg/s	450	117	volleyball	-0.0898	1.2718	760	1.1025
0	682 m^3	0.2604	fish	Statistics, Bioinformatics	0.9444	1204	motor sports	1071 kg/s	630	-71	basketball	0.8989	0.5831	630	0.796
4	184 m^3	1.0659	bird	Computer Science, Computer Engineering	0.9961	337	ice hockey	360 kg/s	1687	1738	tennis	1.1934	-0.1667	393	0.7382
4	180 m^3	1.1504	bird	Bioengineering, Computer Science	0.8813	575	ICE HOCKEY	42 kg/s	1265	1272	tennis	1.0427	0.194	768	0.5474
5	659 m^3	1.0663	rat	robotics engineering, electrical engineering	1.6147	1151	track & field	41 kg/s	925	744	basketball	0.8788	0.9074	779	0.9823
0	1228 m^3	0.423	fish	Computational Media, Bioinformatics	0.2952	1060	golf	981 kg/s	1451	116	basketball	0.8412	0.4761	463	0.8587
0	1341 m^3	0.4179	cat	Statistics, Bioinformatics	0.428	712	golf	325 kg/s	476	145	basketball	1.0592	-0.0393	768	1.0933
2	712 m^3	-0.1149	ferret	Computer Game Design	0.7352	1172	track & field	832 kg/s	304	276	volleyball	-0.4094	0.5957	777	1.467
0	769 m^3	0.3161	cat	Statistics, Bioinformatics	0.735	902	golf	949 kg/s	1358	59	Basketball	0.6862	0.4117	n/a	0.6026
1	994 m^3	0.6926	pig	Statistics, Bioinformatics	0.5472	662	boxing	1278 kg/s	555	976	soccer	0.6638	0.6945	550	0.0997
3	554 m^3	0.359	chicken	Natural Language Processing	1.5331	435	motor sports	819 kg/s	733	552	motor sports	1.1538	0.8998	769	1.1802
3	391 m^3	0.4477	chicken	Human Computer Interaction	0.8582	1440	tennis	1002 kg/s	1050	179	motor sports, boxing	1.0655	0.7991	550	1.3842
0	719 m^3	0.6504	fish	Statistics	0.6868	1343	volleyball	931 kg/s	961	26	basketball	0.8148	0.2064	231	1.1775
1	774 m^3	1.3737	?	Data Science	0.5923	260	boxing	992 kg/s	1093	982	soccer	1.0073	1.1007	771	0.1315
1	877 m^3	0.9672	dog	Data Science	0.2934	332	basketball	1033 kg/s	1063	1407	soccer	0.5678	0.4984	181	-0.2819
5	934 m^3	1.1444	rat	Biotechnology, Technology and Information Management, Electrical Engineering, Robotics Engineering	1.0904	394	tennis	11 kg/s	1396	1408	track & field, ice hockey	0.2532	0.6436	840	0.8876
4	5 m^3	1.2554	chicken	Computer Science, Applied Mathematics, Bioengineering	1.2186	254	ice hockey	912 kg/s	1354	1041	tennis	1.1904	-0.0694	525	0.6414
2	1162 m^3	0.2065	ferret	Computer Game Design	1.0334	967	baseball	911 kg/s	318	800	volleyball, baseball	0.2404	0.6257	925	1.4242
2	989 m^3	-0.2725	ferret	Computer Game Design	0.7745	638	badminton	1360 kg/s	933	214	baseball, running	0.1733	0.9663	864	0.7724
5	811 m^3	0.7882	guinea pig	Robotics Engineering, Games and Playable Media, Electrical Engineering	0.8502	614	tennis	37 kg/s	408	959	ice hockey	0.4925	1.1517	1070	0.9016
3	326 m^3	0.658	chicken	Natural Language Processing	0.9306	630	motor sports	900 kg/s	894	1134	motor sports, football	0.8275	1.3731	919	0.999
4	-159 m^3	0.9235	bird	Computer Science, Computer Engineering	0.3259	150	ice hockey	848 kg/s	1053	986	tennis	0.9457	-0.4569	483	0.5648
3	529 m^3	0.1142	CHICKEN	Natural Language Processing	1.2618	921	motor sports	1124 kg/s	1447	1117	motor sports	1.6445	0.9763	1007	0.5716
5	758 m^3	1.1122	hamster	Electrical Engineering, Technology and Information Management, Robotics Engineering, Games and Playable Media	1.3333	998	football	284 kg/s	693	920	ice hockey, badminton, track & field	0.2822	1.0573	731	0.7617
0	1188 m^3	0.6185	cat	Computational Media	1.3552	1426	volleyball	855 kg/s	1127	118	basketball	1.166	0.0393	763	1.1199
5	650 m^3	1.1603	rat	Electrical Engineering, Biotechnology	0.7093	119	soccer	182 kg/s	289	847	golf, ice hockey	0.5577	0.6372	1007	0.9783
4	-312 m^3	0.9952	bird	Computer Engineering, Bioengineering	0.8039	560	ice hockey	816 kg/s	1052	848	tennis	1.2047	-0.1884	647	0.4387
5	839 m^3	0.7668	guinea pig	Robotics Engineering, Technology and Information Management, Biotechnology, Games and Playable Media	1.05	797	soccer	-52 kg/s	1200	1280	golf, track & field, badminton	0.5029	0.703	1120	0.7002
5	506 m^3	0.7604	hamster	ROBOTICS ENGINEERING	1.5557	774	football	371 kg/s	793	1221	badminton, track & field, ice hockey	0.5668	0.7194	813	1.0987
4	183 m^3	0.8778	bird	Computer Science, Computer Engineering, Bioengineering	0.9193	87	ice hockey	477 kg/s	1049	1331	tennis	1.1745	0.275	442	0.9547
2	1090 m^3	-0.1457	ferret	Computer Game Design	1.3487	859	baseball	975 kg/s	335	280	baseball	0.1741	0.5974	712	0.7382
2	1046 m^3	0.0492	Ferret	Computer Game Design	1.0329	1042	badminton	956 kg/s	139	42	volleyball, running	0.3663	0.7579	825	1.2388
4	138 m^3	1.4413	bird	Computer Science	1.3644	-231	Boxing	767 kg/s	1307	1150	tennis	0.6912	0.2241	682	0.87
1	882 m^3	1.1343	pig	Data Science	0.3103	640	basketball	1425 kg/s	758	800	soccer	0.7171	0.6522	355	0.2238
4	325 m^3	1.0717	bird	Bioengineering	0.7734	260	ice hockey	518 kg/s	1376	922	TENNIS	0.793	0.1175	516	0.8999
4	-108 m^3	1.1229	rabbit	Computer Engineering, Computer Science	0.7631	392	ICE HOCKEY	462 kg/s	988	1282	tennis	1.1526	0.0684	774	1.0355
1	1410 m^3	0.8285	dog	Data Science		1004	boxing	752 kg/s	1055	1159	soccer	0.834	0.8305	-9	0.3591
1	1377 m^3	0.955	dog	Data Science	0.0767	950	boxing	1014 kg/s	1185	1196	soccer	0.9604	0.8029	349	-0.2487
4	261 m^3	0.8615	reptile	Computer Science, Bioengineering, Applied Mathematics	1.5613	-14	ice hockey	172 kg/s	1356	527	tennis	0.9299	-0.2843	167	0.9535
5	603 m^3	0.5177	N/A	ROBOTICS ENGINEERING, ELECTRICAL ENGINEERING, TECHNOLOGY AND INFORMATION MANAGEMENT	1.177	865	football	-160 kg/s	986	1553	badminton	0.5936	1.024	950	0.9942
2	882 m^3	0.2175	chicken	Computer Game Design	0.8787	979	running	1307 kg/s	216	-211	volleyball, running	0.3147	0.7006	633	0.5037
4	249 m^3	1.3874	reptile	Applied Mathematics, Computer Engineering	0.7892	476	ice hockey	988 kg/s	358	1536	tennis	1.2578	-0.3781	333	0.7727
3	120 m^3	0.4172	chicken	Data Science	1.6334	672	motor sports	998 kg/s	902	1316	football	1.1867	1.5148	764	0.9518
4	48 m^3	1.1217	bird	Bioengineering, Applied Mathematics, Computer Engineering	0.3518	187	ice hockey	556 kg/s	1168	803	tennis	1.0234	0.2408	660	0.6793
4	-136 m^3	0.991	reptile	Applied Mathematics	0.7398	71	ice hockey	418 kg/s	892	721	tennis	0.7698	-0.2729	491	0.8855
3	190 m^3	0.1464	chicken	Human Computer Interaction	0.8631	1173	motor sports	754 kg/s	761	792	boxing	0.9026	0.7615	914	1.3673
0	1168 m^3	0.6529	ferret	Bioinformatics, Computational Media	0.9026	994	golf	690 kg/s	428	511	basketball	0.835	0.1748	926	0.9749
4	-214 m^3	1.0141	bird	Bioengineering	0.5487	-691	ice hockey	494 kg/s	790	1856	tennis	0.9932	-0.2617	753	0.3334
5	665 m^3	0.7039	rat	Electrical Engineering	1.4327	1348	running	-44 kg/s	1001	795	soccer	0.5366	1.6189	860	0.7706
0	1109 m^3	0.506	fish	Statistics, Computational Media	0.5948	846	volleyball	956 kg/s	1033	-64	BASKETBALL	0.9159	0.1704	453	0.6007
1	658 m^3	1.0674	dog	Data Science	-0.1429	433	basketball	677 kg/s	975	1100	soccer	0.9827	1.0039	515	0.1013
0	747 m^3	0.3217	rabbit	Bioinformatics, Statistics	0.7775	930	golf	875 kg/s	842	1	basketball	0.8319	0.2908	445	0.7433
5	722 m^3	0.8585	HAMSTER	technology and information management, games and playable media, biotechnology, electrical engineering	1.2249	547	tennis	325 kg/s	623	741	track & field, golf, ice hockey	0.3404	1.0225	1183	1.2351
2	1170 m^3	-0.3479	reptile	Computer Game Design	1.042	546	baseball	955 kg/s	989	653	volleyball, baseball	0.0634	0.8266	883	1.0969
0	622 m^3	0.6052	cat	Computational Media, Bioinformatics	0.5042	696	volleyball	1431 kg/s	597	543	basketball	0.9367	0.5196	152	1.2417
1	1207 m^3	1.4723	pig	Data Science	0.7506	735	motor sports	1082 kg/s	1031	916	soccer	0.7928	1.1022	172	0.3375
4	-241 m^3	0.7536	reptile	Applied Mathematics, Bioengineering	1.2298	754	ice hockey	479 kg/s	780	1066	tennis	1.1304	0.2952	606	0.8115
4	391 m^3	0.6204	reptile	Bioengineering, Computer Engineering	0.7846	985	ice hockey	948 kg/s	799	500	tennis	0.9483	-0.152	559	0.6982
2	919 m^3	0.1089	ferret	Computer Game Design	0.456	1244	baseball	327 kg/s	371	487	volleyball	-0.0224	0.9985	328	0.6814
1	1359 m^3	1.0254	pig	Data Science	-0.1017	972	boxing	828 kg/s	615	1751	soccer	1.1511	0.7642	354	0.3827
5	784 m^3	0.5158	guinea pig	Electrical Engineering, Biotechnology	0.9345	837	tennis	-308 kg/s	1494	1128	track & field, golf, badminton	0.8788	0.8892	821	0.8491
0	?	0.7453	fish	Computational Media, Bioinformatics	0.3077	1004	golf	1656 kg/s	1275	-382	basketball	0.7731	0.359	296	1.1761
5	898 m^3	0.7172	rat	Technology and Information Management	1.4596	594	VOLLEYBALL	-348 kg/s	1352	1210	ice hockey, golf, track & field	0.3562	1.1711	1006	1.1724
0	719 m^3	0.3694	cat	Statistics, Bioinformatics	0.448	1117	golf	1454 kg/s	940	230	basketball	1.3717	0.3445	628	1.4781
1	642 m^3	0.9854	pig	Data Science	0.5525	561	track & field	1084 kg/s	1104	1080	soccer	1.1959	0.3181	169	0.384
3	857 m^3	0.198	CHICKEN	Human Computer Interaction	0.6913	799	motor sports	1138 kg/s	1169	N/A	football, motor sports	0.9075	1.1672	764	1.5803
3	-127 m^3	-0.0011	chicken	Natural Language Processing	0.7792	591	motor sports	698 kg/s	668	566	motor sports	0.8211	0.7389	964	1.5492
0	1275 m^3	0.8605	rabbit	Bioinformatics, Computational Media	0.7576	1029	Volleyball	811 kg/s	1108	-27	basketball	1.0281	0.7085	302	0.8771
4	10 m^3	0.8569	reptile	Applied Mathematics, Bioengineering, Computer Engineering	0.9711	231	ice hockey	692 kg/s	484	931	tennis	0.7666	-0.0088	348	0.9619
3	356 m^3	0.423	chicken	Human Computer Interaction	1.5268	1375	motor sports	816 kg/s	1321	652	motor sports	0.9149	0.9237	916	1.1606
4	-25 m^3	0.8438	bird	Applied Mathematics	1.1617	-360	football	702 kg/s	1401	1274	tennis	1.212	-0.0081	793	0.7677
4	155 m^3	1.0855	bird		1.2757	95	ice hockey	600 kg/s	593	936	tennis	0.5769	0.2062	372	0.2812
1	925 m^3	0.728	dog	DATA SCIENCE	0.2941	616	track & field	804 kg/s	364	1549	soccer	0.9802	0.8378	320	0.4225
0	933 m^3	0.9085	cat	Statistics	0.6884	857	track & field	813 kg/s	n/a	126	basketball	0.4302	0.3441	672	1.3072
0	926 m^3	0.6516	fish	Computational Media, Statistics	0.1749	575	ice hockey	1070 kg/s	1191	-96	basketball	0.7686	0.3528	696	0.7399
1	1127 m^3	1.1591	dog	Data Science	0.4451	578	track & field	1238 kg/s	580	887	soccer	1.0053	0.4488	309	0.373
1	1276 m^3	0.9199	pig	Data Science	0.0555	736	track & field	924 kg/s	379	793	soccer	0.5807	0.5683	18	0.4109
5	756 m^3	0.7529	hamster	Technology and Information Management, Electrical Engineering, Biotechnology	0.3927	795	soccer	-372 kg/s	1083	1641	track & field, badminton	0.2408	0.5873	674	0.9085
4	-35 m^3	0.8294	reptile	Bioengineering	1.2243	15	ice hockey	669 kg/s	1220	1812	tennis	1.0772	-0.1025	741	0.7314
5	590 m^3	0.7035	rat	Biotechnology, Games and Playable Media, Electrical Engineering	1.0432	889	tennis	8 kg/s	1472	963	badminton, track & field, ice hockey	0.5519	0.9051	1132	0.7785
3	608 m^3	0.5769	chicken	Human Computer Interaction	0.531	1074	motor sports	1150 kg/s	522	405	football	1.0843	1.0107	1170	1.0423
0	1173 m^3	0.2569	rabbit	Computational Media	1.2685	1088	volleyball	1275 kg/s	1029	-346	basketball	0.9991	0.1962	492	1.4702
1	1349 m^3	0.7042	fish	Data Science	0.2273	892	basketball	1175 kg/s	1401	748	soccer	0.7868	0.7168	37	0.34
5	569 m^3	0.9178	guinea pig	Electrical Engineering, Games and Playable Media	1.0299	261	running	359 kg/s	566	1502	badminton	0.3256	0.9611	1076	0.9496
5	282 m^3	0.9993	rat	Technology and Information Management, Electrical Engineering, Robotics Engineering, Games and Playable Media	1.012	903	football	139 kg/s	1218	1068	volleyball, baseball	0.441	0.9918	1137	0.9248
5	826 m^3	0.6923	guinea pig	Robotics Engineering, Biotechnology, Technology and Information Management, Electrical Engineering	0.9798	780	football	66 kg/s	1793	1788	badminton, ice hockey	0.5264	0.7178	750	0.6755
5	562 m^3	0.7106	guinea pig	Bioinformatics, Statistics	0.4271	1157	running	-289 kg/s	1044	1895	golf, track & field	0.4985	1.0056	778	0.6427
2	705 m^3	0.025	ferret	Computer Game Design	1.0095	568	baseball	1143 kg/s	-40	441	baseball, running	-0.1498	0.8494	658	1.1578
0	859 m^3	0.6558	rabbit	Computer Game Design	0.6321	793	volleyball	680 kg/s	1099	355	basketball	0.9736	0.598	730	1.1499
4	143 m^3	0.792	reptile	Bioengineering, Applied Mathematics, Computer Engineering	0.6787	508	baseball	740 kg/s	750	527	tennis	1.0806	-0.4335	324	0.8579
3	422 m^3	0.0286	chicken	Computer Game Design	1.0206	721	motor sports	779 kg/s	1369	928	football, boxing	1.0332	1.202	1565	1.2893
2	924 m^3	0.0981	ferret	Computer Game Design	1.0626	725	baseball	1240 kg/s	531	359	baseball	-0.1664	0.771	962	1.2215
1	816 m^3	0.6728	None	Data Science	0.4031	506	basketball	1044 kg/s	889	736	soccer	1.0636	0.7845	None	0.4014
0	1175 m^3	0.5041	rabbit	Statistics	0.6383	940	volleyball	1225 kg/s	1299	297	basketball	0.4914	0.4127	767	1.4883
5	896 m^3	0.7102	hamster	Biotechnology, Technology and Information Management, Games and Playable Media	0.8153	1057	ice hockey	-301 kg/s	713	1105	golf, badminton	0.4184	0.988	1130	1.0297
0	1027 m^3	0.7395	fish	Statistics, Bioinformatics	0.7697	945	baseball	999 kg/s	757	391	basketball	0.8034	0.0016	593	0.9808
0	1142 m^3	0.5733	rabbit	Computational Media, Bioinformatics	1.192	710	golf	1099 kg/s	797	0	basketball	0.7374	0.2134	877	1.352
2	925 m^3	0.1796	ferret	Computer Game Design	0.9988	985	baseball	1015 kg/s	327	-90	running, volleyball	0.0571	0.6806	366	0.8835
2	1223 m^3	0.0409	ferret	Computer Game Design	0.8988	1353	badminton	1794 kg/s	398	579	basketball	0.2416	n/a	482	0.5819
3	773 m^3	0.2584	chicken	Human Computer Interaction	0.6388	1145	motor sports	862 kg/s	370	1071	football, boxing	0.8284	1.0029	1384	1.2873
0	1062 m^3	0.3321	fish	Computational Media	0.6965	631	golf	890 kg/s	648	266	basketball	0.1513	0.3068	662	1.1736
2	1186 m^3	0.4584	chicken	Computer Game Design	0.9281	467	baseball	533 kg/s	163	710	ice hockey	-0.3665	0.4941	796	1.2439
3	292 m^3	0.2737	chicken	Human Computer Interaction	0.5592	1075	motor sports	944 kg/s	1529	424	motor sports	1.1668	0.7839	1025	0.7475
2	893 m^3	0.2176	ferret	Computer Game Design	1.1686	1005	badminton	831 kg/s	706	459	baseball	-0.3574	0.8894	537	1.3113
5	410 m^3	0.7911	hamster	Robotics Engineering, Biotechnology	1.3762	599	running	-96 kg/s	1277	1147	GOLF, BADMINTON	0.3076	1.0168	1122	0.9516
5	942 m^3	0.739	rat	Computer Game Design	0.6867	1540	tennis	139 kg/s	780	1032	badminton, golf, track & field	0.0689	1.3175	1367	0.3916
5	960 m^3	1.1603	hamster	Biotechnology, Robotics Engineering	0.8882	974	soccer	-4 kg/s	663	1165	golf, track & field, ice hockey	0.9023	1.2846	861	0.9365
2	969 m^3	-0.0595	ferret	Computer Game Design	0.4091	NULL	badminton	995 kg/s	325	12	volleyball, running	0.5109	0.7213	1223	1.3307
1	1131 m^3	0.8974	dog	Data Science	0.5349	593	track & field	1083 kg/s	1134	?	SOCCER	1.0731	1.0659	81	0.1599
4	-112 m^3	1.0062	bird	Bioengineering	0.3659	314	ice hockey	462 kg/s	1164	1422	TENNIS	0.6893	0.0698	530	0.7401
3	272 m^3	0.3854	chicken	Natural Language Processing	1.0833	1134		1116 kg/s	1000	729	football, boxing	0.9503	0.6355	892	1.068
3	763 m^3	0.4548	CHICKEN	human computer interaction	0.8732	620	motor sports	1006 kg/s	907	1705	motor sports, boxing	0.9475	0.9453	1296	1.2306
2	813 m^3	0.1127	ferret	Computer Game Design	1.5895	1535	baseball	1007 kg/s	74	212	running	-0.175	0.6997	1095	0.9297
0	690 m^3	0.296	bird	None	1.3721	1240	golf	1118 kg/s	742	-69	basketball	1.3402	0.4707	664	0.7387
0	1064 m^3	0.6506	rabbit	Bioinformatics	0.1759	1538	volleyball	989 kg/s	1120	-427	basketball	0.7451	0.8241	1051	0.8252
3	221 m^3	0.241	chicken	Human Computer Interaction	1.0575	1016	motor sports	843 kg/s	756	1094	boxing, football	1.2779	0.6297	976	1.0428
2	1092 m^3	0.2085	ferret	Computer Game Design	1.0768	929	badminton	750 kg/s	552	244	running, volleyball	-0.011	0.8408	1276	0.7185
1	716 m^3	0.9724	dog	Data Science	-0.0503	420	boxing	1074 kg/s	980	1443	soccer	0.7778	0.6453	162	0.4042
2	864 m^3	0.2076	ferret	Computer Game Design	0.7613	553	badminton	1402 kg/s	641	776	baseball, volleyball	0.4521	1.0579	974	1.0865
1	981 m^3	0.8443	pig	Data Science	0.2529	420	basketball	977 kg/s	1138	1319	soccer	0.6863	0.8663	346	-0.0218
4	126 m^3	1.0807	reptile	Computer Science, Applied Mathematics, Bioengineering	0.8781	496	ice hockey	-148 kg/s	1752	1092	tennis	0.7696	0.3197	280	0.6339
2	882 m^3	-0.0896	ferret	Computer Game Design	0.9611	1185	badminton	1294 kg/s	120	856	volleyball	0.0961	0.5093	1146	0.6705
3	273 m^3	0.8394	chicken	Natural Language Processing	1.0013	872	motor sports	926 kg/s	660	1228	motor sports	0.8061	1.2413	686	1.1861
1	1207 m^3	0.7323	dog	Data Science	0.1797	749	basketball	1083 kg/s	1071	603	soccer	0.8807	0.618	777	0.1799
4	-220 m^3	1.0676	reptile	Bioengineering, Computer Science	0.9172	369	ice hockey	660 kg/s	717	1075	tennis	1.0209	-0.0668	319	1.5807
0	1037 m^3	0.0432	cat	Statistics	0.9942	1244	baseball	1255 kg/s	1407	-273	basketball	0.8139	0.2534	128	1.3553
3	-71 m^3	0.4843	chicken	Human Computer Interaction	1.2064	917	motor sports	964 kg/s	1481	768	football, boxing	1.2601	1.4255	549	0.6551
2	1026 m^3	-0.0552	ferret	Computer Game Design	0.9952	963	badminton	871 kg/s	200	1015	baseball, volleyball	0.1915	1.1437	806	1.3883
0	956 m^3	0.4499	fish	Statistics	0.4502	857	volleyball	694 kg/s	492	461	basketball	1.0374	0.5057	356	0.8285
2	890 m^3	0.1624	ferret	Computer Game Design	1.0622	946	badminton	1061 kg/s	435	915	running	-0.2331	1.0585	487	1.1434
4	-191 m^3	0.9594	reptile	APPLIED MATHEMATICS	0.5252	315	ice hockey	390 kg/s	1294	1208	tennis	0.5305	0.2571	704	0.9212
2	1002 m^3	-0.0421	ferret	Computer Game Design	0.4835	1007	badminton	1111 kg/s	97	511	running, baseball	0.297	0.6688	1079	0.5346
5	464 m^3	0.9414	guinea pig	Technology and Information Management, Robotics Engineering	0.9232	839	running	-339 kg/s	1066	618	ice hockey	0.5953	0.7142	936	1.1644
